Term,Classification weight,Estimation weight
PC63,0.07217264151901284,15.279996896683715
PC344,0.06684379888179225,27.553453539426837
PC113,0.06666397834996433,67.85179338560101
PC218,0.06650022939342276,-26.933545760333924
PC304,0.061830595677587065,90.75010776220051
PC215,0.060908137424245216,14.019737388859
PC83,0.05965701133372244,-44.699332522958116
PC306,0.0576606543109429,28.27901554927003
PC82,0.05392074348523381,28.135883286894117
PC102,0.05220024089492822,-74.82881188505812
PC271,0.05000305041472252,76.62135506625381
PC60,0.04940127641488792,33.38541835424195
PC104,0.04496815256577853,64.6858718816534
PC234,0.04344645841869868,56.18361636987583
PC158,0.039801865816869175,-27.636419270834075
PC133,0.03931922650237784,109.66396404503938
PC199,0.03869471031801072,30.559073035081116
PC9,0.0320891917313772,49.26988701079999
PC358,0.02747662046522944,-28.820333021526594
PC50,0.022693297124052672,-120.84874928080183
PC109,0.018641493061179296,85.88061260923732
PC313,0.014652274961274673,124.76373581207248
PC161,0.01266786568122007,40.18954207723925
PC115,0.012134323768431668,59.43474216392407
PC338,0.010096812044670087,-26.681008333727476
PC225,0.00903238884442949,-59.488498625418494
PC53,0.0030849396139761513,-54.492238542648956
PC143,3.957600274227689e-5,-7.681559399111074
PC190,-0.0012193610650006418,80.21624192187741
PC86,-0.005637770227170065,-63.279378702699354
PC183,-0.00906341882013049,-168.17869278140677
PC209,-0.010852016085061412,-19.442417241238577
PC54,-0.011883699607325675,-108.20152899705153
PC62,-0.012860615108496391,-53.71823174660368
PC255,-0.020695675504238804,13.337163303535224
PC145,-0.024795764226982257,-122.02520161058008
PC295,-0.02667076704767636,206.01577066199084
PC299,-0.0344349965437959,-196.01913147185164
PC238,-0.0376487585169973,-179.620935521966
PC318,-0.03922411930947152,250.30434214701197
PC185,-0.04025173035885697,46.12937309821429
PC260,-0.04533640968072421,173.42384172258812
PC272,-0.04619934437699794,-72.47611525625769
PC249,-0.047775687543253814,-76.92370359831024
PC219,-0.050627513646091915,104.35115821113807
PC78,-0.055467018725558086,15.399630573195273
PC69,-0.05939452666564249,54.16777052694233
PC293,-0.06100281410470575,17.044264548619687
PC11,-0.06331201217674445,-1.7831699254902513
PC305,-0.06560753029966462,184.00592921406403
PC39,-0.0662145592180685,18.59910620506981
PC152,-0.06767864028891364,-77.32834411899941
PC323,-0.06834267371553335,218.36327814804866
PC49,-0.07165402282808542,32.007007028462624
PC368,-0.07945066141867388,168.1062281351022
PC311,-0.08450274676598034,-197.23548328617358
PC46,-0.08731971723085609,-1.1720453923041678
PC149,-0.08832042742548273,-39.378191961448024
PC156,-0.08834101244159266,-36.606409287495765
PC289,-0.09705150450589364,-123.71952399491639
PC12,-0.10462237070283158,-251.8788867151939
PC166,-0.10481109852415624,72.69317468125763
PC110,-0.1053827228928871,30.58776079230927
PC163,-0.10770974135812018,-17.921338553327143
PC248,-0.10844354160782653,-5.052184761402845
PC138,-0.10996133067016321,133.65839864858827
PC339,-0.11914940168849525,74.28388518720743
PC136,-0.12313801761780588,-61.4192636762959
PC355,-0.13021374704331276,7.032267589107132
PC42,-0.130387158449957,73.46253840612819
PC16,-0.1304698581458589,294.41605921034466
PC278,-0.13418835212080227,128.52050830542348
PC8,-0.13497710364684937,33.60235940945405
PC235,-0.14466161797963933,47.91831402812181
PC3,-0.14521994598022683,19.361754004322844
PC328,-0.14758793218399682,303.8730305660165
PC146,-0.14990790985486785,-102.66828183033027
PC122,-0.1500386232769298,-40.61128712846638
PC288,-0.15199894766306693,-2.8857686065672263
PC334,-0.15660423312972382,-74.42008617534411
PC121,-0.16311949371055134,17.906817827702074
PC61,-0.16523655190369343,5.289468855847299
PC324,-0.1682520744770103,58.37045052689256
PC127,-0.1744194271049109,72.46785946749971
PC116,-0.17477387580265455,-65.194877621765
PC98,-0.18154091526889787,59.688089636632526
PC361,-0.1872420398744815,-8.784805709303631
PC14,-0.188259221659161,-393.957724006183
PC23,-0.19261657766718338,-65.12072762031244
PC228,-0.1980823142160217,-21.19998965939158
PC119,-0.20090511292129792,-56.80619808254775
PC243,-0.20268506799693584,-4.666082963978287
PC44,-0.20324941959921516,81.5444835989007
PC66,-0.2034185092482748,-1.9468859449384366
PC264,-0.20356000272740304,52.91894467187885
PC204,-0.2038619745014854,-55.8872226995322
PC246,-0.20461874397623467,-99.89131372683838
PC67,-0.2047303271900306,55.565143459667944
PC153,-0.20789604366466322,-60.80086391366651
PC89,-0.20873627233387812,34.90353408006565
PC176,-0.20896295962954956,-18.86730820550702
PC103,-0.2142309346110527,30.25270945745093
PC107,-0.21577825767946485,-40.95657355248472
PC257,-0.21757225641218858,-136.60093195903656
PC216,-0.22236089383225388,67.75880336398903
PC17,-0.23733595543701366,143.058870434332
PC262,-0.2393416052671418,108.68938738171674
PC210,-0.2411421917479028,-114.21924573946151
PC231,-0.24140551073810096,-81.91607959635355
PC174,-0.24546804222320906,-190.69623620670927
PC92,-0.25193881406642143,-2.7127382379911897
PC118,-0.2531735931899271,-39.73732815046356
PC182,-0.25681336774143504,32.72968461486161
PC85,-0.2668791106903909,-69.35322176166278
PC126,-0.2691371221452272,67.33691940072087
PC76,-0.26988109003039773,4.3162491259234965
PC335,-0.27328835364936094,11.46160604795744
PC203,-0.2762262575494722,24.388309590128504
PC55,-0.28123077011122327,93.42697649726357
PC26,-0.2855571797570797,38.84215310610822
PC303,-0.2860211662791074,55.71697437002096
PC81,-0.29038495148741944,82.745174585821
PC140,-0.2914871057820198,94.14541307508023
PC73,-0.29281664565405446,-166.02341922214134
PC310,-0.297677518367819,-23.203831739309933
PC134,-0.3003698263338828,67.05341538810003
PC274,-0.30476287376661143,-143.0236085276295
PC237,-0.3056032598431269,-105.3305514512716
PC302,-0.31543910093770816,-45.119114079951935
PC316,-0.32231539226555533,-92.47578809872603
PC18,-0.32412170929517475,126.6534036166556
PC162,-0.32514005068582313,-41.03678728754081
PC351,-0.325690029430355,47.65278116374808
PC137,-0.33120419967154563,-64.35277806320772
PC241,-0.33289992572219274,-161.08823469806777
PC172,-0.3406059761146034,-76.8884164981466
PC258,-0.3464929494691847,3.182047587475472
PC70,-0.34982097820778024,10.526769971888859
PC224,-0.35502675544041584,-4.723623287548655
PC159,-0.3616898356155407,-54.70897870142394
PC282,-0.36532693463475935,-52.84995768291019
PC195,-0.3668467024702269,-14.521550093070005
PC151,-0.37376875275051075,-15.038801205203963
PC99,-0.3770645977418876,-37.114930201368644
PC36,-0.3771843638813551,-20.872182586497843
PC217,-0.37765029621517865,58.97284655594309
PC333,-0.3825675146797846,162.16539586793454
PC179,-0.38299250604569157,117.75793810922669
PC51,-0.39391422003866383,12.87499391705888
PC192,-0.3959172588995552,106.914241476268
PC117,-0.39622369317283523,-67.50350292955503
PC124,-0.4075947058107468,-29.731464777247957
PC123,-0.4091283451956564,-15.727237974517251
PC315,-0.414153330673567,76.04124359579929
PC280,-0.42204343196868954,-56.68179232341559
PC281,-0.42725286901695003,-75.20658695631894
PC200,-0.4286001455332523,-72.36992156887008
PC220,-0.4341357459069234,14.064730091575292
PC130,-0.4473750302856472,73.69421784393667
PC171,-0.4530059413235266,-33.61660399815788
PC256,-0.4539160291063468,75.43888747830366
Intercept,-0.45412584000073647,100.93815142519966
PC170,-0.4557709210024278,4.136937782435478
PC356,-0.46646833242585195,54.89472145733368
PC332,-0.47184438615303936,-139.03392487637052
PC250,-0.4727599238484035,129.441114556277
PC317,-0.47998893726775793,141.52421469307714
PC277,-0.48674831750996417,-206.03771295636128
PC240,-0.4962610592738502,-46.89644048029796
PC94,-0.4976631623685876,-3.301022449655182
PC169,-0.5129135932800367,-73.02402648238767
PC24,-0.5196997103153522,29.900701155387605
PC141,-0.5234944052337638,60.50400383834088
PC45,-0.5318184181235832,-100.08144917119733
PC186,-0.5341157326528996,-22.99857730719882
PC84,-0.5404664538603609,59.771486843579034
PC47,-0.5443861606644343,-35.23270858745711
PC206,-0.5653886879474651,43.361882049109184
PC80,-0.5684666123857866,-8.860350020472783
PC198,-0.5872870869982011,178.68252922380148
PC135,-0.5980865945333966,140.80528099952602
PC340,-0.598238365053615,139.2504148130496
PC320,-0.6106632601309752,119.50941594480511
PC270,-0.6120803730240291,-6.443598298790686
PC263,-0.6196293193310735,-174.66971485465044
PC202,-0.6216361607072797,84.92690885325072
PC34,-0.6342211295780564,-98.23256072810264
PC285,-0.6505970556404784,136.14359856364334
PC194,-0.6619504715929995,126.63713600448042
PC125,-0.6635802326883069,8.932116027609267
PC114,-0.6704533628099825,34.72419233801327
PC139,-0.6787367849638763,59.94942106912246
PC372,-0.6897650248975148,-86.0834836262637
PC307,-0.6942310526913241,-70.88015848212488
PC132,-0.697894842333435,-120.89195004928216
PC370,-0.7206666043735749,34.479092123633855
PC65,-0.7238954452051373,-131.9873484693646
PC221,-0.734308166279803,12.364370920891641
PC57,-0.7349170011106338,-174.97625303222085
PC31,-0.7359748509075191,-183.1001390716472
PC10,-0.744038051784208,297.33366905097904
PC71,-0.7555086760822446,11.456742536770822
PC245,-0.7580556805672825,-146.45762271296886
PC68,-0.7650448643700687,-44.00902970974249
PC193,-0.7751483068915989,-33.43256912363388
PC72,-0.7797750250707697,-52.31450741087984
PC181,-0.815558635632948,3.3317814293899253
PC269,-0.9169992440350686,6.8186422496187475
PC100,-0.9171089608130797,52.85602062672758
PC367,-0.9355786687197285,-307.0088910038043
PC187,-0.9549681090870571,41.97830200453777
PC259,-0.9595005280389342,-106.97737694477156
PC331,-0.9848353573131307,261.28073893624884
PC95,-1.0147822563670161,-69.89905807063714
PC294,-1.0424865126322223,-16.451577490590502
PC291,-1.0493571266748225,132.33522561160132
PC268,-1.0811639622547626,-8.332671003977339
PC21,-1.2554899694011192,-442.4654373483709
PC6,-1.2735144873431294,330.55537148353716
PC279,-1.3627679066781533,19.71344002627658
PC29,-1.5858809499448066,-306.57726785239066
PC275,-1.6259808245260812,-147.35509523178723
PC364,-4.158656314962453,682.9749575658644
