Model,Set,Criteria fulfilled (%),Predicted time of deliver (week),Prediction of PROM by DI-VNN,True time of delivery (average week)
RR,External random split,26.190476190476193,5,event,2
RR,External random split,26.190476190476193,5,nonevent,5
RR,External random split,26.190476190476193,6,nonevent,4
RR,External random split,26.190476190476193,7,nonevent,11
RR,External random split,26.190476190476193,8,event,2
RR,External random split,26.190476190476193,8,nonevent,9
RR,External random split,26.190476190476193,9,event,5
RR,External random split,26.190476190476193,9,nonevent,8
RR,External random split,26.190476190476193,10,event,12
RR,External random split,26.190476190476193,10,nonevent,8
RR,External random split,26.190476190476193,11,event,1
RR,External random split,26.190476190476193,11,nonevent,9
RR,External random split,26.190476190476193,12,event,4
RR,External random split,26.190476190476193,12,nonevent,19
RR,External random split,26.190476190476193,13,event,0
RR,External random split,26.190476190476193,13,nonevent,11
RR,External random split,26.190476190476193,14,nonevent,13
RR,External random split,26.190476190476193,15,nonevent,12
RR,External random split,26.190476190476193,16,event,0
RR,External random split,26.190476190476193,16,nonevent,15
RR,External random split,26.190476190476193,17,nonevent,15
RR,External random split,26.190476190476193,18,event,0
RR,External random split,26.190476190476193,18,nonevent,19
RR,External random split,26.190476190476193,19,nonevent,17
RR,External random split,26.190476190476193,20,nonevent,8
RR,External random split,26.190476190476193,21,event,7
RR,External random split,26.190476190476193,21,nonevent,9
RR,External random split,26.190476190476193,22,event,5
RR,External random split,26.190476190476193,22,nonevent,29
RR,External random split,26.190476190476193,23,event,67
RR,External random split,26.190476190476193,23,nonevent,6
RR,External random split,26.190476190476193,24,nonevent,15
RR,External random split,26.190476190476193,25,nonevent,39
RR,External random split,26.190476190476193,26,nonevent,14
RR,External random split,26.190476190476193,27,nonevent,31
RR,External random split,26.190476190476193,28,nonevent,20
RR,External random split,26.190476190476193,29,nonevent,15
RR,External random split,26.190476190476193,30,nonevent,27
RR,External random split,26.190476190476193,31,nonevent,39
RR,External random split,26.190476190476193,33,nonevent,74
RR,External random split,26.190476190476193,36,event,24
RR,External random split,26.190476190476193,36,nonevent,22
RR,External random split,26.190476190476193,37,nonevent,36
RR,External random split,26.190476190476193,42,nonevent,39
RR,External geographical split,16.666666666666664,0,nonevent,0
RR,External geographical split,16.666666666666664,1,nonevent,0
RR,External geographical split,16.666666666666664,2,nonevent,3
RR,External geographical split,16.666666666666664,3,event,0
RR,External geographical split,16.666666666666664,3,nonevent,2
RR,External geographical split,16.666666666666664,4,nonevent,4
RR,External geographical split,16.666666666666664,5,event,1
RR,External geographical split,16.666666666666664,5,nonevent,5
RR,External geographical split,16.666666666666664,6,event,1
RR,External geographical split,16.666666666666664,6,nonevent,3
RR,External geographical split,16.666666666666664,7,nonevent,21
RR,External geographical split,16.666666666666664,8,nonevent,3
RR,External geographical split,16.666666666666664,9,event,0
RR,External geographical split,16.666666666666664,9,nonevent,3
RR,External geographical split,16.666666666666664,10,nonevent,2
RR,External geographical split,16.666666666666664,11,nonevent,11
RR,External geographical split,16.666666666666664,12,event,0
RR,External geographical split,16.666666666666664,12,nonevent,12
RR,External geographical split,16.666666666666664,13,nonevent,18
RR,External geographical split,16.666666666666664,14,nonevent,5
RR,External geographical split,16.666666666666664,15,nonevent,17
RR,External geographical split,16.666666666666664,16,nonevent,22
RR,External geographical split,16.666666666666664,17,nonevent,22
RR,External geographical split,16.666666666666664,18,nonevent,22
RR,External geographical split,16.666666666666664,19,nonevent,32
RR,External geographical split,16.666666666666664,20,nonevent,11
RR,External geographical split,16.666666666666664,21,nonevent,11
RR,External geographical split,16.666666666666664,22,nonevent,28
RR,External geographical split,16.666666666666664,23,nonevent,0
RR,External geographical split,16.666666666666664,24,nonevent,7
RR,External geographical split,16.666666666666664,25,nonevent,10
RR,External geographical split,16.666666666666664,26,nonevent,7
RR,External geographical split,16.666666666666664,27,nonevent,7
RR,External geographical split,16.666666666666664,28,nonevent,22
RR,External geographical split,16.666666666666664,29,nonevent,10
RR,External geographical split,16.666666666666664,30,nonevent,7
RR,External geographical split,16.666666666666664,31,nonevent,24
RR,External geographical split,16.666666666666664,33,nonevent,24
RR,External geographical split,16.666666666666664,34,nonevent,19
RR,External geographical split,16.666666666666664,35,nonevent,25
RR,External geographical split,16.666666666666664,36,nonevent,25
RR,External geographical split,16.666666666666664,38,nonevent,23
RR,External geographical split,16.666666666666664,39,nonevent,47
RR,External temporal split,16.666666666666664,0,nonevent,0
RR,External temporal split,16.666666666666664,2,event,4
RR,External temporal split,16.666666666666664,2,nonevent,0
RR,External temporal split,16.666666666666664,3,nonevent,1
RR,External temporal split,16.666666666666664,4,nonevent,5
RR,External temporal split,16.666666666666664,5,event,2
RR,External temporal split,16.666666666666664,5,nonevent,7
RR,External temporal split,16.666666666666664,6,nonevent,1
RR,External temporal split,16.666666666666664,7,nonevent,2
RR,External temporal split,16.666666666666664,8,event,3
RR,External temporal split,16.666666666666664,8,nonevent,5
RR,External temporal split,16.666666666666664,9,event,11
RR,External temporal split,16.666666666666664,9,nonevent,10
RR,External temporal split,16.666666666666664,10,event,4
RR,External temporal split,16.666666666666664,10,nonevent,16
RR,External temporal split,16.666666666666664,11,event,7
RR,External temporal split,16.666666666666664,11,nonevent,23
RR,External temporal split,16.666666666666664,12,event,5
RR,External temporal split,16.666666666666664,12,nonevent,20
RR,External temporal split,16.666666666666664,13,event,11
RR,External temporal split,16.666666666666664,13,nonevent,7
RR,External temporal split,16.666666666666664,14,nonevent,14
RR,External temporal split,16.666666666666664,15,nonevent,10
RR,External temporal split,16.666666666666664,16,event,2
RR,External temporal split,16.666666666666664,16,nonevent,9
RR,External temporal split,16.666666666666664,17,nonevent,10
RR,External temporal split,16.666666666666664,18,nonevent,8
RR,External temporal split,16.666666666666664,19,nonevent,11
RR,External temporal split,16.666666666666664,20,nonevent,12
RR,External temporal split,16.666666666666664,21,nonevent,19
RR,External temporal split,16.666666666666664,22,nonevent,39
RR,External temporal split,16.666666666666664,23,nonevent,25
RR,External temporal split,16.666666666666664,24,nonevent,9
RR,External temporal split,16.666666666666664,25,nonevent,18
RR,External temporal split,16.666666666666664,26,nonevent,27
RR,External temporal split,16.666666666666664,27,nonevent,39
RR,External temporal split,16.666666666666664,28,nonevent,31
RR,External temporal split,16.666666666666664,29,nonevent,73
RR,External temporal split,16.666666666666664,31,nonevent,40
RR,External temporal split,16.666666666666664,32,nonevent,42
RR,External temporal split,16.666666666666664,35,nonevent,15
RR,External temporal split,16.666666666666664,37,nonevent,4
RR,External temporal split,16.666666666666664,38,nonevent,17
RR,External temporal split,16.666666666666664,39,nonevent,20
RR,External temporal split,16.666666666666664,40,nonevent,3
RR,External temporal split,16.666666666666664,41,nonevent,1
RR,External temporal split,16.666666666666664,42,nonevent,2
RR,External geotemporal split,14.285714285714285,0,nonevent,0
RR,External geotemporal split,14.285714285714285,2,nonevent,2
RR,External geotemporal split,14.285714285714285,4,nonevent,0
RR,External geotemporal split,14.285714285714285,5,event,0
RR,External geotemporal split,14.285714285714285,5,nonevent,8
RR,External geotemporal split,14.285714285714285,6,nonevent,2
RR,External geotemporal split,14.285714285714285,7,nonevent,0
RR,External geotemporal split,14.285714285714285,8,nonevent,0
RR,External geotemporal split,14.285714285714285,9,nonevent,1
RR,External geotemporal split,14.285714285714285,10,nonevent,8
RR,External geotemporal split,14.285714285714285,11,nonevent,2
RR,External geotemporal split,14.285714285714285,12,nonevent,69
RR,External geotemporal split,14.285714285714285,13,nonevent,14
RR,External geotemporal split,14.285714285714285,14,nonevent,1
RR,External geotemporal split,14.285714285714285,15,nonevent,28
RR,External geotemporal split,14.285714285714285,16,nonevent,0
RR,External geotemporal split,14.285714285714285,17,nonevent,15
RR,External geotemporal split,14.285714285714285,18,nonevent,20
RR,External geotemporal split,14.285714285714285,19,nonevent,16
RR,External geotemporal split,14.285714285714285,20,nonevent,10
RR,External geotemporal split,14.285714285714285,21,nonevent,21
RR,External geotemporal split,14.285714285714285,22,nonevent,43
RR,External geotemporal split,14.285714285714285,24,nonevent,17
RR,External geotemporal split,14.285714285714285,26,nonevent,17
RR,External geotemporal split,14.285714285714285,31,nonevent,33
PC-ENR,Internal calibration split,47.61904761904761,0,event,1
PC-ENR,Internal calibration split,47.61904761904761,0,nonevent,0
PC-ENR,Internal calibration split,47.61904761904761,1,event,0
PC-ENR,Internal calibration split,47.61904761904761,1,nonevent,1
PC-ENR,Internal calibration split,47.61904761904761,2,event,0
PC-ENR,Internal calibration split,47.61904761904761,2,nonevent,1
PC-ENR,Internal calibration split,47.61904761904761,3,event,1
PC-ENR,Internal calibration split,47.61904761904761,3,nonevent,2
PC-ENR,Internal calibration split,47.61904761904761,4,event,1
PC-ENR,Internal calibration split,47.61904761904761,4,nonevent,3
PC-ENR,Internal calibration split,47.61904761904761,5,event,0
PC-ENR,Internal calibration split,47.61904761904761,5,nonevent,3
PC-ENR,Internal calibration split,47.61904761904761,6,event,1
PC-ENR,Internal calibration split,47.61904761904761,6,nonevent,6
PC-ENR,Internal calibration split,47.61904761904761,7,event,5
PC-ENR,Internal calibration split,47.61904761904761,7,nonevent,6
PC-ENR,Internal calibration split,47.61904761904761,8,event,3
PC-ENR,Internal calibration split,47.61904761904761,8,nonevent,8
PC-ENR,Internal calibration split,47.61904761904761,9,event,1
PC-ENR,Internal calibration split,47.61904761904761,9,nonevent,12
PC-ENR,Internal calibration split,47.61904761904761,10,event,16
PC-ENR,Internal calibration split,47.61904761904761,10,nonevent,14
PC-ENR,Internal calibration split,47.61904761904761,11,event,6
PC-ENR,Internal calibration split,47.61904761904761,11,nonevent,12
PC-ENR,Internal calibration split,47.61904761904761,12,event,7
PC-ENR,Internal calibration split,47.61904761904761,12,nonevent,19
PC-ENR,Internal calibration split,47.61904761904761,13,event,5
PC-ENR,Internal calibration split,47.61904761904761,13,nonevent,17
PC-ENR,Internal calibration split,47.61904761904761,14,event,8
PC-ENR,Internal calibration split,47.61904761904761,14,nonevent,16
PC-ENR,Internal calibration split,47.61904761904761,15,event,7
PC-ENR,Internal calibration split,47.61904761904761,15,nonevent,22
PC-ENR,Internal calibration split,47.61904761904761,16,event,9
PC-ENR,Internal calibration split,47.61904761904761,16,nonevent,23
PC-ENR,Internal calibration split,47.61904761904761,17,event,9
PC-ENR,Internal calibration split,47.61904761904761,17,nonevent,17
PC-ENR,Internal calibration split,47.61904761904761,18,event,29
PC-ENR,Internal calibration split,47.61904761904761,18,nonevent,19
PC-ENR,Internal calibration split,47.61904761904761,19,event,7
PC-ENR,Internal calibration split,47.61904761904761,19,nonevent,24
PC-ENR,Internal calibration split,47.61904761904761,20,event,6
PC-ENR,Internal calibration split,47.61904761904761,20,nonevent,27
PC-ENR,Internal calibration split,47.61904761904761,21,event,11
PC-ENR,Internal calibration split,47.61904761904761,21,nonevent,27
PC-ENR,Internal calibration split,47.61904761904761,22,event,11
PC-ENR,Internal calibration split,47.61904761904761,22,nonevent,25
PC-ENR,Internal calibration split,47.61904761904761,23,event,10
PC-ENR,Internal calibration split,47.61904761904761,23,nonevent,21
PC-ENR,Internal calibration split,47.61904761904761,24,nonevent,23
PC-ENR,Internal calibration split,47.61904761904761,25,nonevent,24
PC-ENR,Internal calibration split,47.61904761904761,26,nonevent,21
PC-ENR,Internal calibration split,47.61904761904761,27,nonevent,26
PC-ENR,Internal calibration split,47.61904761904761,28,nonevent,34
PC-ENR,Internal calibration split,47.61904761904761,29,nonevent,30
PC-ENR,Internal calibration split,47.61904761904761,30,nonevent,25
PC-ENR,Internal calibration split,47.61904761904761,31,nonevent,25
PC-ENR,Internal calibration split,47.61904761904761,32,event,79
PC-ENR,Internal calibration split,47.61904761904761,32,nonevent,34
PC-ENR,Internal calibration split,47.61904761904761,33,nonevent,31
PC-ENR,Internal calibration split,47.61904761904761,34,nonevent,40
PC-ENR,Internal calibration split,47.61904761904761,35,event,43
PC-ENR,Internal calibration split,47.61904761904761,35,nonevent,33
PC-ENR,Internal calibration split,47.61904761904761,36,nonevent,29
PC-ENR,Internal calibration split,47.61904761904761,37,nonevent,16
PC-ENR,Internal calibration split,47.61904761904761,38,nonevent,30
PC-ENR,Internal calibration split,47.61904761904761,39,nonevent,48
PC-ENR,Internal calibration split,47.61904761904761,40,nonevent,16
PC-ENR,Internal calibration split,47.61904761904761,41,nonevent,50
PC-ENR,Internal calibration split,47.61904761904761,42,nonevent,42
PC-ENR,External random split,7.142857142857142,0,event,46
PC-ENR,External random split,7.142857142857142,0,nonevent,5
PC-ENR,External random split,7.142857142857142,1,event,0
PC-ENR,External random split,7.142857142857142,1,nonevent,7
PC-ENR,External random split,7.142857142857142,2,event,5
PC-ENR,External random split,7.142857142857142,2,nonevent,17
PC-ENR,External random split,7.142857142857142,3,event,1
PC-ENR,External random split,7.142857142857142,3,nonevent,12
PC-ENR,External random split,7.142857142857142,4,event,0
PC-ENR,External random split,7.142857142857142,4,nonevent,3
PC-ENR,External random split,7.142857142857142,5,event,26
PC-ENR,External random split,7.142857142857142,5,nonevent,19
PC-ENR,External random split,7.142857142857142,6,event,0
PC-ENR,External random split,7.142857142857142,6,nonevent,4
PC-ENR,External random split,7.142857142857142,7,event,0
PC-ENR,External random split,7.142857142857142,7,nonevent,5
PC-ENR,External random split,7.142857142857142,8,event,1
PC-ENR,External random split,7.142857142857142,8,nonevent,3
PC-ENR,External random split,7.142857142857142,9,event,1
PC-ENR,External random split,7.142857142857142,9,nonevent,6
PC-ENR,External random split,7.142857142857142,10,event,0
PC-ENR,External random split,7.142857142857142,10,nonevent,4
PC-ENR,External random split,7.142857142857142,11,event,13
PC-ENR,External random split,7.142857142857142,11,nonevent,16
PC-ENR,External random split,7.142857142857142,12,event,0
PC-ENR,External random split,7.142857142857142,12,nonevent,3
PC-ENR,External random split,7.142857142857142,13,event,0
PC-ENR,External random split,7.142857142857142,13,nonevent,7
PC-ENR,External random split,7.142857142857142,14,event,1
PC-ENR,External random split,7.142857142857142,14,nonevent,0
PC-ENR,External random split,7.142857142857142,15,event,1
PC-ENR,External random split,7.142857142857142,15,nonevent,7
PC-ENR,External random split,7.142857142857142,16,event,1
PC-ENR,External random split,7.142857142857142,16,nonevent,4
PC-ENR,External random split,7.142857142857142,17,event,0
PC-ENR,External random split,7.142857142857142,17,nonevent,3
PC-ENR,External random split,7.142857142857142,18,event,10
PC-ENR,External random split,7.142857142857142,18,nonevent,4
PC-ENR,External random split,7.142857142857142,19,event,0
PC-ENR,External random split,7.142857142857142,19,nonevent,10
PC-ENR,External random split,7.142857142857142,20,event,4
PC-ENR,External random split,7.142857142857142,20,nonevent,9
PC-ENR,External random split,7.142857142857142,21,event,6
PC-ENR,External random split,7.142857142857142,21,nonevent,5
PC-ENR,External random split,7.142857142857142,22,event,2
PC-ENR,External random split,7.142857142857142,22,nonevent,5
PC-ENR,External random split,7.142857142857142,23,event,0
PC-ENR,External random split,7.142857142857142,23,nonevent,6
PC-ENR,External random split,7.142857142857142,24,event,0
PC-ENR,External random split,7.142857142857142,24,nonevent,6
PC-ENR,External random split,7.142857142857142,25,event,0
PC-ENR,External random split,7.142857142857142,25,nonevent,4
PC-ENR,External random split,7.142857142857142,26,event,3
PC-ENR,External random split,7.142857142857142,26,nonevent,6
PC-ENR,External random split,7.142857142857142,27,event,0
PC-ENR,External random split,7.142857142857142,27,nonevent,2
PC-ENR,External random split,7.142857142857142,28,event,0
PC-ENR,External random split,7.142857142857142,28,nonevent,5
PC-ENR,External random split,7.142857142857142,29,event,0
PC-ENR,External random split,7.142857142857142,29,nonevent,7
PC-ENR,External random split,7.142857142857142,30,event,7
PC-ENR,External random split,7.142857142857142,30,nonevent,4
PC-ENR,External random split,7.142857142857142,31,event,6
PC-ENR,External random split,7.142857142857142,31,nonevent,9
PC-ENR,External random split,7.142857142857142,32,event,0
PC-ENR,External random split,7.142857142857142,32,nonevent,3
PC-ENR,External random split,7.142857142857142,33,event,1
PC-ENR,External random split,7.142857142857142,33,nonevent,10
PC-ENR,External random split,7.142857142857142,34,event,0
PC-ENR,External random split,7.142857142857142,34,nonevent,7
PC-ENR,External random split,7.142857142857142,35,event,1
PC-ENR,External random split,7.142857142857142,35,nonevent,7
PC-ENR,External random split,7.142857142857142,36,nonevent,6
PC-ENR,External random split,7.142857142857142,37,event,13
PC-ENR,External random split,7.142857142857142,37,nonevent,12
PC-ENR,External random split,7.142857142857142,38,event,12
PC-ENR,External random split,7.142857142857142,38,nonevent,7
PC-ENR,External random split,7.142857142857142,39,nonevent,9
PC-ENR,External random split,7.142857142857142,40,event,0
PC-ENR,External random split,7.142857142857142,40,nonevent,6
PC-ENR,External random split,7.142857142857142,41,event,0
PC-ENR,External random split,7.142857142857142,41,nonevent,6
PC-ENR,External random split,7.142857142857142,42,event,0
PC-ENR,External random split,7.142857142857142,42,nonevent,9
PC-ENR,External geographical split,2.380952380952381,0,nonevent,3
PC-ENR,External geographical split,2.380952380952381,1,event,2
PC-ENR,External geographical split,2.380952380952381,1,nonevent,6
PC-ENR,External geographical split,2.380952380952381,2,nonevent,5
PC-ENR,External geographical split,2.380952380952381,3,nonevent,2
PC-ENR,External geographical split,2.380952380952381,4,nonevent,1
PC-ENR,External geographical split,2.380952380952381,5,nonevent,11
PC-ENR,External geographical split,2.380952380952381,6,event,2
PC-ENR,External geographical split,2.380952380952381,6,nonevent,4
PC-ENR,External geographical split,2.380952380952381,7,event,0
PC-ENR,External geographical split,2.380952380952381,7,nonevent,21
PC-ENR,External geographical split,2.380952380952381,8,event,0
PC-ENR,External geographical split,2.380952380952381,8,nonevent,2
PC-ENR,External geographical split,2.380952380952381,9,nonevent,14
PC-ENR,External geographical split,2.380952380952381,10,nonevent,15
PC-ENR,External geographical split,2.380952380952381,11,event,0
PC-ENR,External geographical split,2.380952380952381,11,nonevent,5
PC-ENR,External geographical split,2.380952380952381,12,nonevent,3
PC-ENR,External geographical split,2.380952380952381,13,nonevent,5
PC-ENR,External geographical split,2.380952380952381,14,event,0
PC-ENR,External geographical split,2.380952380952381,14,nonevent,3
PC-ENR,External geographical split,2.380952380952381,15,event,9
PC-ENR,External geographical split,2.380952380952381,15,nonevent,5
PC-ENR,External geographical split,2.380952380952381,16,nonevent,3
PC-ENR,External geographical split,2.380952380952381,17,event,0
PC-ENR,External geographical split,2.380952380952381,17,nonevent,0
PC-ENR,External geographical split,2.380952380952381,18,nonevent,2
PC-ENR,External geographical split,2.380952380952381,19,nonevent,7
PC-ENR,External geographical split,2.380952380952381,20,event,0
PC-ENR,External geographical split,2.380952380952381,20,nonevent,9
PC-ENR,External geographical split,2.380952380952381,21,nonevent,5
PC-ENR,External geographical split,2.380952380952381,22,nonevent,2
PC-ENR,External geographical split,2.380952380952381,23,nonevent,3
PC-ENR,External geographical split,2.380952380952381,24,nonevent,7
PC-ENR,External geographical split,2.380952380952381,25,nonevent,7
PC-ENR,External geographical split,2.380952380952381,26,nonevent,12
PC-ENR,External geographical split,2.380952380952381,27,nonevent,2
PC-ENR,External geographical split,2.380952380952381,28,nonevent,3
PC-ENR,External geographical split,2.380952380952381,29,nonevent,2
PC-ENR,External geographical split,2.380952380952381,30,event,0
PC-ENR,External geographical split,2.380952380952381,30,nonevent,3
PC-ENR,External geographical split,2.380952380952381,31,nonevent,8
PC-ENR,External geographical split,2.380952380952381,32,event,24
PC-ENR,External geographical split,2.380952380952381,32,nonevent,4
PC-ENR,External geographical split,2.380952380952381,33,nonevent,7
PC-ENR,External geographical split,2.380952380952381,34,nonevent,3
PC-ENR,External geographical split,2.380952380952381,35,nonevent,12
PC-ENR,External geographical split,2.380952380952381,36,event,0
PC-ENR,External geographical split,2.380952380952381,36,nonevent,4
PC-ENR,External geographical split,2.380952380952381,37,event,0
PC-ENR,External geographical split,2.380952380952381,37,nonevent,2
PC-ENR,External geographical split,2.380952380952381,38,nonevent,8
PC-ENR,External geographical split,2.380952380952381,39,event,2
PC-ENR,External geographical split,2.380952380952381,39,nonevent,2
PC-ENR,External geographical split,2.380952380952381,40,event,2
PC-ENR,External geographical split,2.380952380952381,40,nonevent,12
PC-ENR,External geographical split,2.380952380952381,41,event,0
PC-ENR,External geographical split,2.380952380952381,41,nonevent,5
PC-ENR,External geographical split,2.380952380952381,42,nonevent,9
PC-ENR,External temporal split,16.666666666666664,0,event,0
PC-ENR,External temporal split,16.666666666666664,0,nonevent,11
PC-ENR,External temporal split,16.666666666666664,1,event,0
PC-ENR,External temporal split,16.666666666666664,1,nonevent,9
PC-ENR,External temporal split,16.666666666666664,2,event,4
PC-ENR,External temporal split,16.666666666666664,2,nonevent,14
PC-ENR,External temporal split,16.666666666666664,3,event,0
PC-ENR,External temporal split,16.666666666666664,3,nonevent,1
PC-ENR,External temporal split,16.666666666666664,4,nonevent,5
PC-ENR,External temporal split,16.666666666666664,5,event,1
PC-ENR,External temporal split,16.666666666666664,5,nonevent,8
PC-ENR,External temporal split,16.666666666666664,6,event,1
PC-ENR,External temporal split,16.666666666666664,6,nonevent,12
PC-ENR,External temporal split,16.666666666666664,7,nonevent,14
PC-ENR,External temporal split,16.666666666666664,8,nonevent,10
PC-ENR,External temporal split,16.666666666666664,9,event,0
PC-ENR,External temporal split,16.666666666666664,9,nonevent,9
PC-ENR,External temporal split,16.666666666666664,10,event,8
PC-ENR,External temporal split,16.666666666666664,10,nonevent,8
PC-ENR,External temporal split,16.666666666666664,11,nonevent,8
PC-ENR,External temporal split,16.666666666666664,12,event,15
PC-ENR,External temporal split,16.666666666666664,12,nonevent,22
PC-ENR,External temporal split,16.666666666666664,13,event,71
PC-ENR,External temporal split,16.666666666666664,13,nonevent,8
PC-ENR,External temporal split,16.666666666666664,14,nonevent,15
PC-ENR,External temporal split,16.666666666666664,15,event,8
PC-ENR,External temporal split,16.666666666666664,15,nonevent,2
PC-ENR,External temporal split,16.666666666666664,16,event,0
PC-ENR,External temporal split,16.666666666666664,16,nonevent,16
PC-ENR,External temporal split,16.666666666666664,17,event,7
PC-ENR,External temporal split,16.666666666666664,17,nonevent,12
PC-ENR,External temporal split,16.666666666666664,18,event,0
PC-ENR,External temporal split,16.666666666666664,18,nonevent,24
PC-ENR,External temporal split,16.666666666666664,19,nonevent,5
PC-ENR,External temporal split,16.666666666666664,20,nonevent,12
PC-ENR,External temporal split,16.666666666666664,21,event,0
PC-ENR,External temporal split,16.666666666666664,21,nonevent,19
PC-ENR,External temporal split,16.666666666666664,22,event,0
PC-ENR,External temporal split,16.666666666666664,22,nonevent,14
PC-ENR,External temporal split,16.666666666666664,23,nonevent,14
PC-ENR,External temporal split,16.666666666666664,24,event,16
PC-ENR,External temporal split,16.666666666666664,24,nonevent,12
PC-ENR,External temporal split,16.666666666666664,25,nonevent,4
PC-ENR,External temporal split,16.666666666666664,26,event,0
PC-ENR,External temporal split,16.666666666666664,26,nonevent,15
PC-ENR,External temporal split,16.666666666666664,27,event,7
PC-ENR,External temporal split,16.666666666666664,27,nonevent,9
PC-ENR,External temporal split,16.666666666666664,28,event,8
PC-ENR,External temporal split,16.666666666666664,28,nonevent,4
PC-ENR,External temporal split,16.666666666666664,29,event,6
PC-ENR,External temporal split,16.666666666666664,29,nonevent,11
PC-ENR,External temporal split,16.666666666666664,30,nonevent,11
PC-ENR,External temporal split,16.666666666666664,31,event,0
PC-ENR,External temporal split,16.666666666666664,31,nonevent,8
PC-ENR,External temporal split,16.666666666666664,32,nonevent,10
PC-ENR,External temporal split,16.666666666666664,33,nonevent,8
PC-ENR,External temporal split,16.666666666666664,34,nonevent,12
PC-ENR,External temporal split,16.666666666666664,35,nonevent,10
PC-ENR,External temporal split,16.666666666666664,36,nonevent,3
PC-ENR,External temporal split,16.666666666666664,37,nonevent,20
PC-ENR,External temporal split,16.666666666666664,38,nonevent,5
PC-ENR,External temporal split,16.666666666666664,39,event,9
PC-ENR,External temporal split,16.666666666666664,39,nonevent,4
PC-ENR,External temporal split,16.666666666666664,40,event,0
PC-ENR,External temporal split,16.666666666666664,40,nonevent,11
PC-ENR,External temporal split,16.666666666666664,41,event,0
PC-ENR,External temporal split,16.666666666666664,41,nonevent,15
PC-ENR,External temporal split,16.666666666666664,42,event,3
PC-ENR,External temporal split,16.666666666666664,42,nonevent,11
PC-ENR,External geotemporal split,2.380952380952381,0,nonevent,8
PC-ENR,External geotemporal split,2.380952380952381,1,nonevent,10
PC-ENR,External geotemporal split,2.380952380952381,2,nonevent,10
PC-ENR,External geotemporal split,2.380952380952381,3,nonevent,19
PC-ENR,External geotemporal split,2.380952380952381,4,nonevent,21
PC-ENR,External geotemporal split,2.380952380952381,5,nonevent,12
PC-ENR,External geotemporal split,2.380952380952381,6,nonevent,4
PC-ENR,External geotemporal split,2.380952380952381,7,event,0
PC-ENR,External geotemporal split,2.380952380952381,7,nonevent,5
PC-ENR,External geotemporal split,2.380952380952381,8,event,0
PC-ENR,External geotemporal split,2.380952380952381,8,nonevent,3
PC-ENR,External geotemporal split,2.380952380952381,9,nonevent,7
PC-ENR,External geotemporal split,2.380952380952381,10,nonevent,0
PC-ENR,External geotemporal split,2.380952380952381,11,nonevent,10
PC-ENR,External geotemporal split,2.380952380952381,12,nonevent,5
PC-ENR,External geotemporal split,2.380952380952381,13,nonevent,11
PC-ENR,External geotemporal split,2.380952380952381,14,nonevent,27
PC-ENR,External geotemporal split,2.380952380952381,15,nonevent,8
PC-ENR,External geotemporal split,2.380952380952381,16,nonevent,9
PC-ENR,External geotemporal split,2.380952380952381,17,event,0
PC-ENR,External geotemporal split,2.380952380952381,17,nonevent,8
PC-ENR,External geotemporal split,2.380952380952381,18,nonevent,8
PC-ENR,External geotemporal split,2.380952380952381,19,nonevent,10
PC-ENR,External geotemporal split,2.380952380952381,20,nonevent,16
PC-ENR,External geotemporal split,2.380952380952381,21,nonevent,3
PC-ENR,External geotemporal split,2.380952380952381,22,nonevent,10
PC-ENR,External geotemporal split,2.380952380952381,23,event,0
PC-ENR,External geotemporal split,2.380952380952381,23,nonevent,9
PC-ENR,External geotemporal split,2.380952380952381,24,nonevent,0
PC-ENR,External geotemporal split,2.380952380952381,25,nonevent,46
PC-ENR,External geotemporal split,2.380952380952381,26,nonevent,12
PC-ENR,External geotemporal split,2.380952380952381,27,nonevent,15
PC-ENR,External geotemporal split,2.380952380952381,28,nonevent,40
PC-ENR,External geotemporal split,2.380952380952381,29,nonevent,0
PC-ENR,External geotemporal split,2.380952380952381,30,nonevent,18
PC-ENR,External geotemporal split,2.380952380952381,31,nonevent,20
PC-ENR,External geotemporal split,2.380952380952381,32,nonevent,2
PC-ENR,External geotemporal split,2.380952380952381,33,nonevent,10
PC-ENR,External geotemporal split,2.380952380952381,34,nonevent,0
PC-ENR,External geotemporal split,2.380952380952381,35,nonevent,17
PC-ENR,External geotemporal split,2.380952380952381,36,nonevent,3
PC-ENR,External geotemporal split,2.380952380952381,37,nonevent,14
PC-ENR,External geotemporal split,2.380952380952381,38,nonevent,3
PC-ENR,External geotemporal split,2.380952380952381,39,nonevent,31
PC-ENR,External geotemporal split,2.380952380952381,40,nonevent,14
PC-ENR,External geotemporal split,2.380952380952381,41,nonevent,1
PC-ENR,External geotemporal split,2.380952380952381,42,nonevent,2
PC-RF,Internal calibration split,78.57142857142857,0,event,0
PC-RF,Internal calibration split,78.57142857142857,0,nonevent,0
PC-RF,Internal calibration split,78.57142857142857,1,event,0
PC-RF,Internal calibration split,78.57142857142857,1,nonevent,0
PC-RF,Internal calibration split,78.57142857142857,2,event,0
PC-RF,Internal calibration split,78.57142857142857,2,nonevent,1
PC-RF,Internal calibration split,78.57142857142857,3,event,1
PC-RF,Internal calibration split,78.57142857142857,3,nonevent,1
PC-RF,Internal calibration split,78.57142857142857,4,event,2
PC-RF,Internal calibration split,78.57142857142857,4,nonevent,2
PC-RF,Internal calibration split,78.57142857142857,5,event,3
PC-RF,Internal calibration split,78.57142857142857,5,nonevent,3
